,A2 NumberofProtons,X4 NumberofNeutrons,Ion Specific Heat,Ion Density,X3 AtomicRadius,X4 Firstlonization,Ion Firstlonization,X2 AtomicMass,A1 Melting Point,X1 Melting Point,Ion Melting Point,Without ion Final Energy(ev),With ion Final Energy(ev),Adsorption energy(ev)
427,55,18,3.582,0.534,0.97,12.9676,5.3917,35.453,301.7,172.31,453.85,-8679.194419,-8882.674113,0
428,37,10,0.757,0.862,0.57,17.4228,4.3407,18.998,312.79,53.63,336.5,-9459.697537,-10253.48306,0
429,19,74,3.582,0.534,1.1,10.4513,5.3917,35.453,336.5,53.63,453.85,-9362.816322,-9566.308635,0
430,3,18,0.647,1.54,0.97,12.9676,6.1132,35.453,453.85,172.31,1112.15,-4149.964295,-5155.756431,0
431,55,74,0.757,0.862,1.3,10.4513,4.3407,126.904,312.79,386.65,336.5,-10086.33636,-10880.14212,0
432,55,18,3.582,0.534,0.97,12.9676,5.3917,35.453,301.7,172.31,453.85,-5786.899021,-5990.416042,0
433,37,18,0.647,1.54,0.97,12.9676,6.1132,35.453,312.79,172.31,1112.15,-5617.54622,-6623.355641,0
434,3,45,0.647,1.54,1.1,11.8138,6.1132,79.904,453.85,266.05,1112.15,-7694.23077,-8700.051778,0
435,11,18,0.647,1.54,0.97,12.9676,6.1132,35.453,371.15,172.31,1112.15,-9736.743457,-10742.565,0
436,55,45,3.582,0.534,1.1,11.8138,5.3917,79.904,301.7,266.05,453.85,-5949.968748,-6153.508036,0
437,19,10,1.228,0.971,0.57,17.4228,5.1391,18.998,336.5,53.63,371.15,-6768.966846,-8076.643115,0
438,3,74,0.647,1.54,1.3,10.4513,6.1132,126.904,453.85,386.65,1112.15,-6131.508999,-7137.350856,0
439,3,74,0.757,0.862,1.3,10.4513,4.3407,126.904,453.85,386.65,336.5,-5642.303438,-6436.165303,0
440,55,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,301.7,266.05,53.63,-5461.108635,-6121.395633,0
441,19,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,336.5,386.65,53.63,-10203.06356,-10863.35937,0
442,55,18,0.757,0.862,1.3,12.9676,4.3407,126.904,301.7,386.65,336.5,-9797.945739,-10591.84172,0
443,11,18,3.582,0.534,0.97,12.9676,5.3917,35.453,371.15,172.31,453.85,-6355.65018,-6559.25652,0
444,55,10,1.228,0.971,0.57,17.4228,5.1391,18.998,301.7,53.63,371.15,-6737.099574,-8044.846095,0
445,37,10,1.228,0.971,0.57,17.4228,5.1391,18.998,312.79,53.63,371.15,-6567.604186,-7875.353385,0
446,19,74,3.582,0.534,1.3,10.4513,5.3917,126.904,336.5,386.65,453.85,-7311.272416,-7514.890359,0
447,3,18,3.582,0.534,0.97,12.9676,5.3917,35.453,453.85,172.31,453.85,-4149.964295,-4353.582823,0
448,37,74,3.582,0.534,1.3,10.4513,5.3917,35.453,312.79,266.05,453.85,-5874.601158,-6078.223768,0
449,19,10,0.757,0.862,0.57,17.4228,4.3407,18.998,336.5,53.63,336.5,-9661.038478,-10454.97452,0
450,55,45,3.582,0.534,1.1,11.8138,5.3917,79.904,301.7,266.05,453.85,-8842.112292,-9045.746155,0
451,3,45,0.757,0.862,1.1,11.8138,4.3407,79.904,453.85,266.05,336.5,-4802.114496,-5596.057878,0
452,11,45,3.582,0.534,0.97,11.8138,5.3917,35.453,371.15,172.31,453.85,-6396.420853,-6600.061339,0
453,37,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,312.79,386.65,53.63,-7109.915657,-7770.277551,0
454,3,45,0.757,0.862,1.1,11.8138,4.3407,79.904,453.85,266.05,336.5,-4313.218895,-5107.181505,0
455,3,45,0.647,1.54,0.97,11.8138,6.1132,35.453,453.85,172.31,1112.15,-4190.742257,-5196.698315,0
456,55,45,3.582,0.534,1.1,11.8138,5.3917,79.904,301.7,266.05,453.85,-5461.108635,-5664.775263,0
457,55,18,0.647,1.54,0.97,12.9676,6.1132,35.453,336.5,172.31,1112.15,-5314.29355,-6320.283567,0
458,37,18,0.647,1.54,0.97,12.9676,6.1132,35.453,312.79,172.31,1112.15,-5128.741271,-6134.740926,0
459,11,74,3.582,0.534,1.3,10.4513,5.3917,126.904,371.15,386.65,453.85,-11228.63344,-11432.35485,0
460,37,74,3.582,0.534,1.3,10.4513,5.3917,126.904,312.79,386.65,453.85,-7109.915657,-7313.663079,0
461,11,10,1.228,0.971,0.57,17.4228,5.1391,18.998,371.15,53.63,371.15,-7305.485436,-8613.372493,0
462,55,74,0.757,0.862,1.3,10.4513,4.3407,126.904,301.7,386.65,336.5,-10171.02572,-10965.11257,0
463,11,74,3.582,0.534,1.3,10.4513,5.3917,126.904,371.15,386.65,453.85,-7847.815822,-8051.618908,0
464,37,10,0.757,0.862,0.57,17.4228,4.3407,18.998,312.79,53.63,336.5,-6567.604186,-7361.715139,0
465,11,45,0.647,1.54,1.1,11.8138,6.1132,79.904,371.15,266.05,1112.15,-9899.854619,-10905.95763,0
466,37,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,312.79,266.05,53.63,-8672.777297,-9333.30047,0
467,3,45,0.757,0.862,0.97,11.8138,4.3407,35.453,453.85,172.31,336.5,-4190.742257,-4984.873351,0
468,37,74,3.582,0.534,1.3,10.4513,5.3917,126.904,312.79,386.65,453.85,-6620.778866,-6824.605524,0
469,19,74,3.582,0.534,1.3,10.4513,5.3917,126.904,336.5,386.65,453.85,-6822.075172,-7025.917621,0
470,55,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,301.7,172.31,53.63,-8679.194419,-9339.75566,0
471,11,74,0.647,1.54,1.1,10.4513,6.1132,79.904,371.15,266.05,1112.15,-10232.14793,-11238.31578,0
472,37,10,0.757,0.862,0.57,17.4228,4.3407,18.998,312.79,53.63,336.5,-6078.786385,-6872.971869,0
473,19,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,336.5,386.65,53.63,-6822.075172,-7482.680574,0
474,3,74,0.757,0.862,1.1,10.4513,4.3407,79.904,453.85,266.05,336.5,-8026.537709,-8820.751577,0
475,11,10,1.228,0.971,0.57,17.4228,5.1391,18.998,371.15,53.63,371.15,-10686.34741,-11994.39791,0
476,55,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,301.7,266.05,53.63,-5949.968748,-6610.606995,0
477,19,45,0.647,1.54,1.1,11.8138,6.1132,79.904,453.85,266.05,1112.15,-4903.262548,-5909.48735,0
478,55,74,0.647,1.54,1.3,10.4513,6.1132,126.904,301.7,386.65,1112.15,-7279.26879,-8285.500756,0
479,37,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,336.5,266.05,53.63,-8773.559922,-9434.222494,0
480,19,45,0.647,1.54,1.1,11.8138,6.1132,79.904,336.5,266.05,1112.15,-5493.301198,-6499.565249,0
481,55,10,0.757,0.862,0.57,17.4228,4.3407,18.998,301.7,53.63,336.5,-6248.282588,-7042.567829,0
482,19,74,3.582,0.534,1.3,10.4513,5.3917,126.904,336.5,386.65,453.85,-10203.06356,-10407.04473,0
483,55,74,3.582,0.534,1.3,10.4513,5.3917,79.904,301.7,266.05,453.85,-6125.679725,-6329.662147,0
484,3,10,0.647,1.54,0.57,17.4228,6.1132,18.998,453.85,53.63,1112.15,-5099.530655,-6105.807017,0
485,3,74,0.757,0.862,1.3,10.4513,4.3407,126.904,453.85,386.65,336.5,-9023.120631,-9817.424335,0
486,55,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,301.7,172.31,53.63,-5298.103631,-5958.825895,0
487,37,74,3.582,0.534,1.3,10.4513,5.3917,126.904,312.79,386.65,453.85,-10001.63084,-10205.64241,0
488,19,74,0.647,1.54,1.1,10.4513,6.1132,35.453,336.5,53.63,1112.15,-9362.816322,-10369.12985,0
489,55,74,3.582,0.534,1.3,10.4513,5.3917,126.904,301.7,386.65,453.85,-7279.26879,-7483.312344,0
490,37,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,312.79,266.05,53.63,-5291.778399,-5952.541051,0
491,37,74,0.824,0.0017,1.3,10.4513,17.4228,35.453,312.79,266.05,53.63,-5874.601158,-6535.364401,0
492,37,18,0.647,1.54,0.97,12.9676,6.1132,35.453,312.79,172.31,1112.15,-8509.822242,-9516.19623,0
493,11,10,0.647,1.54,0.57,17.4228,6.1132,18.998,371.15,53.63,1112.15,-7794.302965,-8800.677242,0
494,37,45,0.647,1.54,1.1,11.8138,6.1132,79.904,312.79,266.05,1112.15,-5780.669715,-6787.051943,0
495,3,74,0.647,1.54,1.3,10.4513,6.1132,126.904,453.85,386.65,1112.15,-5642.303438,-6648.689539,0
496,19,10,0.757,0.862,0.57,17.4228,4.3407,18.998,336.5,53.63,336.5,-6280.142927,-7074.55528,0
497,55,74,3.582,0.534,1.3,10.4513,5.3917,126.904,301.7,386.65,453.85,-6790.158099,-6994.270306,0
498,3,18,0.757,0.862,0.97,12.9676,4.3407,35.453,453.85,172.31,336.5,-4149.964295,-4944.401162,0
499,55,10,0.757,0.862,0.57,17.4228,4.3407,18.998,301.7,53.63,336.5,-6737.099574,-7531.537939,0
500,11,74,0.647,1.54,1.3,10.4513,6.1132,126.904,371.15,386.65,1112.15,-8337.023484,-9343.450666,0
501,19,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,336.5,386.65,53.63,-7311.272416,-7972.120444,0
502,55,18,3.582,0.534,1.3,12.9676,5.3917,126.904,301.7,386.65,453.85,-9797.945739,-10002.08816,0
503,3,18,0.757,0.862,0.97,12.9676,4.3407,35.453,453.85,172.31,336.5,-4638.725673,-5433.205286,0
504,3,45,3.582,0.534,0.97,11.8138,5.3917,35.453,453.85,172.31,453.85,-4190.742257,-4394.926228,0
505,55,18,0.647,1.54,0.97,12.9676,6.1132,35.453,301.7,172.31,1112.15,-5786.899021,-6793.379925,0
506,55,10,3.582,0.534,0.57,17.4228,5.3917,18.998,301.7,53.63,453.85,-9629.213756,-9833.417661,0
507,3,18,0.647,1.54,0.57,12.9676,6.1132,18.998,453.85,53.63,1112.15,-5350.647037,-6357.149923,0
508,19,45,0.647,1.54,1.1,11.8138,6.1132,79.904,336.5,266.05,1112.15,-8874.309696,-9880.813491,0
509,37,10,3.582,0.534,0.57,17.4228,5.3917,18.998,312.79,53.63,453.85,-9459.697537,-9663.9228,0
510,19,10,3.582,0.534,0.57,17.4228,5.3917,18.998,336.5,53.63,453.85,-9661.038478,-9865.293006,0
511,55,74,3.582,0.534,1.3,10.4513,5.3917,126.904,312.79,386.65,453.85,-10086.33636,-10290.60066,0
512,19,18,0.824,0.0017,1.3,12.9676,17.4228,79.904,336.5,266.05,53.63,-5784.632888,-6445.611374,0
513,37,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,312.79,266.05,53.63,-5780.669715,-6441.680488,0
514,19,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,336.5,266.05,53.63,-8874.309696,-9535.324441,0
515,19,10,0.757,0.862,0.57,17.4228,4.3407,18.998,336.5,53.63,336.5,-6768.966846,-7563.599776,0
516,55,18,0.647,1.54,0.97,12.9676,6.1132,35.453,301.7,172.31,1112.15,-5298.103631,-6304.744247,0
517,55,74,3.582,0.534,1.3,10.4513,5.3917,126.904,301.7,386.65,453.85,-10171.02572,-10375.37808,0
518,37,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,312.79,172.31,53.63,-8509.822242,-9170.886226,0
519,11,10,0.647,1.54,0.57,17.4228,6.1132,18.998,453.85,53.63,1112.15,-6691.40951,-7698.099445,0
520,19,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,336.5,266.05,53.63,-5493.301198,-6154.430939,0
521,19,18,0.647,1.54,1.3,12.9676,6.1132,79.904,336.5,266.05,1112.15,-5784.632888,-6791.353204,0
522,11,10,1.228,0.971,0.57,17.4228,5.1391,18.998,371.15,53.63,371.15,-7794.302965,-9102.876451,0
523,37,45,0.647,1.54,1.1,11.8138,6.1132,79.904,312.79,266.05,1112.15,-5291.778399,-6298.514721,0
524,55,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,336.5,172.31,53.63,-5314.29355,-5975.478832,0
525,11,74,0.647,1.54,1.3,10.4513,6.1132,126.904,371.15,386.65,1112.15,-7847.815822,-8854.58169,0
526,11,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,371.15,386.65,53.63,-11228.63344,-11889.82218,0
527,3,10,0.647,1.54,0.57,17.4228,6.1132,18.998,453.85,53.63,1112.15,-5587.936867,-6594.735537,0
528,3,74,3.582,0.534,1.1,10.4513,5.3917,79.904,453.85,266.05,453.85,-8026.537709,-8231.044736,0
529,37,45,0.647,1.54,1.1,11.8138,6.1132,79.904,336.5,266.05,1112.15,-8773.559922,-9780.364136,0
530,55,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,301.7,172.31,53.63,-5786.899021,-6448.166734,0
531,3,10,0.647,1.54,0.57,17.4228,6.1132,18.998,453.85,53.63,1112.15,-8480.280947,-9487.139411,0
532,19,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,336.5,172.31,53.63,-8711.538467,-9372.841324,0
533,37,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,312.79,172.31,53.63,-5128.741271,-5790.056234,0
534,19,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,336.5,266.05,53.63,-5982.225723,-6643.591501,0
535,3,74,0.647,1.54,1.3,10.4513,6.1132,126.904,453.85,386.65,1112.15,-9023.120631,-10030.09357,0
536,55,18,0.647,1.54,0.97,12.9676,6.1132,35.453,301.7,172.31,1112.15,-8679.194419,-9686.17962,0
537,37,74,0.647,1.54,1.3,10.4513,6.1132,35.453,312.79,266.05,1112.15,-5874.601158,-6881.698353,0
538,11,10,1.228,0.971,0.57,17.4228,5.1391,18.998,453.85,53.63,371.15,-6691.40951,-8000.361562,0
539,11,10,0.757,0.862,0.57,17.4228,4.3407,18.998,371.15,53.63,336.5,-7305.485436,-8100.632998,0
540,11,10,0.757,0.862,0.57,17.4228,4.3407,18.998,371.15,53.63,336.5,-10686.34741,-11481.50867,0
541,55,45,0.647,1.54,1.1,11.8138,6.1132,79.904,301.7,266.05,1112.15,-5949.968748,-6957.126694,0
542,19,74,0.647,1.54,1.3,10.4513,6.1132,126.904,336.5,386.65,1112.15,-7311.272416,-8318.431717,0
543,55,10,0.647,1.54,0.57,17.4228,6.1132,18.998,301.7,53.63,1112.15,-6248.282588,-7255.453213,0
544,19,10,3.582,0.534,0.57,17.4228,5.3917,18.998,336.5,53.63,453.85,-6280.142927,-6485.025936,0
545,11,10,3.582,0.534,0.57,17.4228,5.3917,18.998,371.15,53.63,453.85,-7305.485436,-7510.370957,0
546,37,10,0.647,1.54,0.57,17.4228,6.1132,18.998,312.79,53.63,1112.15,-6078.786385,-7085.963852,0
547,11,10,0.757,0.862,0.57,17.4228,4.3407,18.998,371.15,53.63,336.5,-7794.302965,-8589.516052,0
548,11,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,371.15,386.65,53.63,-8337.023484,-8998.651401,0
549,19,74,0.824,0.0017,1.1,10.4513,17.4228,35.453,336.5,53.63,53.63,-9362.816322,-10024.44766,0
550,37,74,0.647,1.54,0.57,10.4513,6.1132,18.998,312.79,53.63,1112.15,-9596.362342,-10603.58121,0
551,11,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,371.15,386.65,53.63,-7847.815822,-8509.458339,0
552,3,18,1.228,0.971,0.57,12.9676,5.1391,18.998,453.85,53.63,371.15,-5350.647037,-6659.713435,0
553,37,45,0.647,1.54,1.1,11.8138,6.1132,79.904,312.79,266.05,1112.15,-8672.777297,-9680.039702,0
554,55,10,0.647,1.54,0.57,17.4228,6.1132,18.998,301.7,53.63,1112.15,-9629.213756,-10636.48224,0
555,37,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,312.79,172.31,53.63,-5617.54622,-6279.240994,0
556,11,10,0.647,1.54,0.57,17.4228,6.1132,18.998,371.15,53.63,1112.15,-10686.34741,-11693.63293,0
557,37,10,3.582,0.534,0.57,17.4228,5.3917,18.998,312.79,53.63,453.85,-6078.786385,-6283.780822,0
558,3,10,1.228,0.971,0.57,17.4228,5.1391,18.998,453.85,53.63,371.15,-8480.280947,-9789.411075,0
559,11,74,0.647,1.54,1.3,10.4513,6.1132,126.904,371.15,386.65,1112.15,-11228.63344,-12235.95719,0
560,55,10,3.582,0.534,0.57,17.4228,5.3917,18.998,301.7,53.63,453.85,-6737.099574,-6942.156883,0
561,19,10,0.647,1.54,0.57,17.4228,6.1132,18.998,336.5,53.63,1112.15,-6280.142927,-7287.531589,0
562,19,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,336.5,172.31,53.63,-5330.191646,-5992.02024,0
563,37,74,0.647,1.54,1.3,10.4513,6.1132,126.904,312.79,386.65,1112.15,-7109.915657,-8117.363489,0
564,19,10,0.647,1.54,0.57,17.4228,6.1132,18.998,336.5,53.63,1112.15,-9661.038478,-10668.48685,0
565,55,45,0.647,1.54,1.1,11.8138,6.1132,79.904,301.7,266.05,1112.15,-5461.108635,-6468.621722,0
566,19,10,3.582,0.534,0.57,17.4228,5.3917,18.998,336.5,53.63,453.85,-6768.966846,-6974.193469,0
567,19,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,336.5,172.31,53.63,-5819.009288,-6480.982558,0
568,3,18,0.757,0.862,0.57,12.9676,4.3407,18.998,453.85,53.63,336.5,-5350.647037,-6146.269735,0
569,19,74,0.647,1.54,1.3,10.4513,6.1132,126.904,336.5,386.65,1112.15,-6822.075172,-7829.699209,0
570,19,18,0.824,0.0017,0.97,12.9676,17.4228,18.998,336.5,53.63,53.63,-6296.270377,-6958.357776,0
571,11,10,3.582,0.534,0.57,17.4228,5.3917,18.998,371.15,53.63,453.85,-10686.34741,-10891.76885,0
572,37,10,0.647,1.54,0.57,17.4228,6.1132,18.998,312.79,53.63,1112.15,-9459.697537,-10467.47751,0
573,19,10,0.647,1.54,0.57,17.4228,6.1132,18.998,336.5,53.63,1112.15,-6768.966846,-7776.747517,0
574,55,10,3.582,0.534,0.57,17.4228,5.3917,18.998,301.7,53.63,453.85,-6248.282588,-6453.783369,0
575,11,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,371.15,266.05,53.63,-6518.84666,-7181.067947,0
576,3,10,1.228,0.971,0.57,17.4228,5.1391,18.998,453.85,53.63,371.15,-5099.530655,-6409.177161,0
577,55,10,0.647,1.54,0.57,17.4228,6.1132,18.998,301.7,53.63,1112.15,-6737.099574,-7744.980207,0
578,3,10,1.228,0.971,0.57,17.4228,5.1391,18.998,453.85,53.63,371.15,-5587.936867,-6897.675262,0
579,37,10,0.647,1.54,0.57,17.4228,6.1132,18.998,312.79,53.63,1112.15,-6567.604186,-7575.515486,0
580,37,74,0.647,1.54,1.3,10.4513,6.1132,126.904,312.79,386.65,1112.15,-6620.778866,-7628.734154,0
581,19,74,0.647,1.54,1.3,10.4513,6.1132,126.904,336.5,386.65,1112.15,-10203.06356,-11211.02262,0
582,11,10,3.582,0.534,0.57,17.4228,5.3917,18.998,453.85,53.63,453.85,-6691.40951,-6897.086259,0
583,11,74,0.824,0.0017,1.1,10.4513,17.4228,79.904,371.15,266.05,53.63,-10232.14793,-10894.54555,0
584,55,74,0.647,1.54,1.3,10.4513,6.1132,79.904,301.7,266.05,1112.15,-6125.679725,-7133.658684,0
585,55,45,0.647,1.54,1.1,11.8138,6.1132,79.904,301.7,266.05,1112.15,-8842.112292,-9850.122982,0
586,37,10,3.582,0.534,0.57,17.4228,5.3917,18.998,312.79,53.63,453.85,-6567.604186,-6773.356935,0
587,3,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,453.85,386.65,53.63,-9023.120631,-9685.655667,0
588,11,10,0.757,0.862,0.57,17.4228,4.3407,18.998,453.85,53.63,336.5,-6691.40951,-7487.551505,0
589,3,10,3.582,0.534,0.57,17.4228,5.3917,18.998,453.85,53.63,453.85,-5099.530655,-5305.401694,0
590,37,74,0.824,0.0017,0.57,10.4513,17.4228,18.998,312.79,53.63,53.63,-9596.362342,-10258.99723,0
591,11,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,371.15,266.05,53.63,-9899.854619,-10562.53569,0
592,11,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,371.15,266.05,53.63,-7007.75117,-7670.537863,0
593,37,74,0.647,1.54,1.3,10.4513,6.1132,126.904,312.79,386.65,1112.15,-10001.63084,-11010.02737,0
594,11,18,0.824,0.0017,0.57,12.9676,17.4228,18.998,371.15,53.63,53.63,-7561.567175,-8224.435967,0
595,55,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,301.7,53.63,53.63,-9629.213756,-10292.09241,0
596,37,45,0.824,0.0017,0.57,11.8138,17.4228,18.998,312.79,53.63,53.63,-6373.053415,-7035.971402,0
597,55,74,0.647,1.54,1.3,10.4513,6.1132,126.904,301.7,386.65,1112.15,-6790.158099,-7798.756571,0
598,11,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,371.15,172.31,53.63,-9736.743457,-10399.77926,0
599,11,10,3.582,0.534,0.57,17.4228,5.3917,18.998,371.15,53.63,453.85,-7794.302965,-8000.655861,0
600,3,10,0.757,0.862,0.57,17.4228,4.3407,18.998,453.85,53.63,336.5,-8480.280947,-9276.945243,0
601,55,74,0.647,1.54,1.3,10.4513,6.1132,126.904,312.79,386.65,1112.15,-10086.33636,-11095.03209,0
602,19,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,371.15,172.31,53.63,-6331.743092,-6994.903209,0
603,3,10,0.757,0.862,0.57,17.4228,4.3407,18.998,453.85,53.63,336.5,-5099.530655,-5896.340693,0
604,19,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,453.85,266.05,53.63,-4903.262548,-5566.502465,0
605,55,18,0.647,1.54,1.3,12.9676,6.1132,126.904,301.7,386.65,1112.15,-9797.945739,-10806.78091,0
606,11,45,0.824,0.0017,0.97,11.8138,17.4228,35.453,371.15,172.31,53.63,-6396.420853,-7059.726885,0
607,3,10,3.582,0.534,0.57,17.4228,5.3917,18.998,453.85,53.63,453.85,-8480.280947,-8686.883634,0
608,3,10,0.757,0.862,0.57,17.4228,4.3407,18.998,453.85,53.63,336.5,-5587.936867,-6384.870656,0
609,3,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,453.85,386.65,53.63,-6131.508999,-6794.942031,0
610,55,74,0.647,1.54,1.3,10.4513,6.1132,126.904,301.7,386.65,1112.15,-10171.02572,-11180.06328,0
611,3,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,453.85,172.31,53.63,-4149.964295,-4813.46125,0
612,3,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,453.85,172.31,53.63,-7533.576049,-8197.091209,0
613,3,74,0.824,0.0017,1.3,10.4513,17.4228,126.904,453.85,386.65,53.63,-5642.303438,-6305.829521,0
614,11,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,371.15,172.31,53.63,-6844.478788,-7508.066813,0
615,55,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,301.7,53.63,53.63,-6248.282588,-6912.032369,0
616,3,10,3.582,0.534,0.57,17.4228,5.3917,18.998,453.85,53.63,453.85,-5587.936867,-5794.989672,0
617,11,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,371.15,172.31,53.63,-6355.65018,-7019.44329,0
618,37,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,312.79,53.63,53.63,-9459.697537,-10123.55935,0
619,3,18,3.582,0.534,0.57,12.9676,5.3917,18.998,453.85,53.63,453.85,-5350.647037,-5557.962455,0
620,3,74,0.824,0.0017,1.1,10.4513,17.4228,79.904,453.85,266.05,53.63,-8026.537709,-8690.574936,0
621,55,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,301.7,53.63,53.63,-6737.099574,-7401.140844,0
622,37,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,312.79,53.63,53.63,-6078.786385,-6742.91716,0
623,3,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,453.85,266.05,53.63,-7694.23077,-8358.56725,0
624,19,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,336.5,53.63,53.63,-9661.038478,-10325.69957,0
625,3,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,453.85,266.05,53.63,-4313.218895,-4977.929935,0
626,19,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,336.5,53.63,53.63,-6280.142927,-6944.872086,0
627,3,45,0.824,0.0017,1.1,11.8138,17.4228,79.904,453.85,266.05,53.63,-4802.114496,-5466.957981,0
628,37,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,312.79,53.63,53.63,-6567.604186,-7232.613154,0
629,3,45,0.824,0.0017,0.97,11.8138,17.4228,35.453,453.85,172.31,53.63,-4190.742257,-4855.795244,0
630,19,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,336.5,53.63,53.63,-6768.966846,-7434.543926,0
631,3,18,0.824,0.0017,0.97,12.9676,17.4228,35.453,453.85,172.31,53.63,-4638.725673,-5304.803487,0
632,11,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,371.15,53.63,53.63,-10686.34741,-11352.64743,0
633,3,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,453.85,53.63,53.63,-8480.280947,-9147.325114,0
634,11,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,453.85,53.63,53.63,-6691.40951,-7358.858349,0
635,11,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,371.15,53.63,53.63,-7305.485436,-7972.981997,0
636,11,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,371.15,53.63,53.63,-7794.302965,-8462.468766,0
637,3,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,453.85,53.63,53.63,-5099.530655,-5768.340406,0
638,3,18,0.824,0.0017,0.57,12.9676,17.4228,18.998,453.85,53.63,53.63,-5350.647037,-6020.002539,0
639,3,10,0.824,0.0017,0.57,17.4228,17.4228,18.998,453.85,53.63,53.63,-5587.936867,-6258.054445,0
