HOMO_energy,LUMO_energy,gap_AO
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.369349,-0.14445,0.224899
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.357187,-0.141831,0.21535599999999996
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.32038,-0.141831,0.17854899999999999
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.149882,0.11802199999999999
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.415606,-0.149882,0.26572399999999996
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.32038,-0.14445,0.17593
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.295334,-0.141831,0.15350299999999997
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.295334,-0.14445,0.150884
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.32038,-0.149882,0.170498
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.295334,-0.149882,0.145452
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.141831,0.12607299999999996
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
-0.267904,-0.14445,0.12345399999999998
